name,prob
王秀英,-31.625
李秀英,-30.75
张秀英,-32.9375
王秀兰,-31.75
李桂英,-30.25
王桂英,-31.0
张秀兰,-33.0625
张桂英,-32.5
王玉兰,-31.125
李秀兰,-30.875
张玉兰,-32.4375
王桂兰,-31.125
陈秀英,-31.5625
张桂兰,-32.625
李桂兰,-30.375
王秀珍,-31.5625
李玉兰,-30.1875
刘秀英,-29.125
刘桂英,-28.625
杨秀英,-30.0625
李秀珍,-30.75
刘玉兰,-28.5625
刘桂兰,-28.6875
王玉梅,-31.3125
王玉珍,-31.125
张凤英,-32.75
李凤英,-30.625
王玉英,-31.0
张玉梅,-32.625
王凤英,-31.4375
张玉英,-32.375
李红梅,-31.125
张秀珍,-33.0
王建华,-30.9375
李玉梅,-30.375
李建华,-30.125
张建华,-32.25
张玉珍,-32.5
张兰英,-32.875
王兰英,-31.5625
李玉珍,-30.25
陈桂英,-31.0
王建国,-30.375
王建军,-30.625
王淑珍,-31.625
李春梅,-31.0625
王海燕,-31.5
李冬梅,-30.875
王秀荣,-31.1875
李桂珍,-30.125
王秀云,-31.25
王桂荣,-30.6875
王志强,-31.125
张红梅,-33.375
刘凤英,-28.875
李玉英,-30.125
王秀梅,-31.5
王丽娟,-31.4375
张婷婷,-32.625
王婷婷,-31.125
王玉华,-31.125
张建国,-31.6875
李兰英,-30.75
王桂珍,-30.875
李秀梅,-30.625
陈玉兰,-31.0
张玉华,-32.5
刘玉梅,-28.75
李建军,-29.6875
刘玉珍,-28.5625
李建国,-29.5625
李桂荣,-29.9375
陈秀兰,-31.625
张建军,-31.8125
李秀荣,-30.375
张秀梅,-32.875
李雪梅,-31.125
张海燕,-32.75
王淑兰,-31.8125
李志强,-30.375
李婷婷,-30.375
张秀荣,-32.5625
刘建华,-28.375
王丽丽,-31.3125
李海燕,-30.625
张桂荣,-32.125
刘秀兰,-29.1875
张志强,-32.5
李秀云,-30.375
李秀芳,-30.75
张丽丽,-32.625
张秀云,-32.5625
王淑英,-31.875
王春梅,-31.875
王红梅,-32.0
李玉华,-30.1875
李桂芳,-30.3125
黄秀英,-32.125
刘玉英,-28.4375
李淑珍,-30.75
王秀芳,-31.625
王丽华,-31.4375
王丹丹,-31.1875
王桂香,-31.4375
张桂珍,-32.5
王淑华,-31.5625
张秀芳,-33.0
张桂芳,-32.5
张丽娟,-32.75
吴秀英,-32.625
李桂香,-30.75
杨秀兰,-30.125
王秀华,-31.375
李桂芝,-30.375
王桂芳,-31.0
张春梅,-33.375
王冬梅,-31.6875
李秀华,-30.5625
李丹丹,-30.4375
刘玉华,-28.5
马秀英,-29.5625
张丽华,-32.75
张淑珍,-33.0
王桂芝,-31.125
张秀华,-32.75
陈建华,-30.875
杨桂英,-29.4375
李淑英,-31.0
陈玉英,-30.9375
杨秀珍,-30.0
孙秀英,-33.375
刘桂珍,-28.5
刘建军,-28.0
张淑英,-33.25
李红霞,-30.9375
赵秀英,-29.3125
王建平,-30.875
张桂芝,-32.625
王桂花,-31.375
刘婷婷,-28.6875
张淑兰,-33.125
陈桂兰,-31.0625
李淑华,-30.6875
刘建国,-27.875
李桂花,-30.625
王凤兰,-31.5
李淑兰,-30.9375
陈秀珍,-31.5
刘红梅,-29.375
刘桂荣,-28.1875
刘志强,-28.625
陈凤英,-31.375
陳怡君,-30.9375
林怡君,-31.9375
陳冠宇,-30.3125
陳淑芬,-31.125
張雅婷,-32.875
陳建宏,-30.25
陳美玲,-31.25
陳怡如,-30.875
陳美惠,-31.25
陳淑惠,-31.0
林淑惠,-32.0
張家豪,-32.5
陳俊宏,-30.8125
陳淑貞,-31.4375
陳淑娟,-31.0
陳麗華,-31.5625
林佳慧,-31.75
林淑芬,-32.0625
陳冠廷,-30.375
林建宏,-31.25
陳美華,-31.5
陳怡靜,-31.0
陳柏翰,-30.4375
楊雅婷,-32.773193359375
陳淑華,-31.125
陳柏宇,-30.25
陳怡伶,-31.0
陳彥廷,-30.375
林麗華,-32.5625
張雅惠,-32.875
陳淑美,-31.375
陳秀美,-31.375
陳信宏,-30.9375
林俊宏,-31.75
陳韻如,-30.75
陳怡婷,-30.875
黃淑芬,-31.375
張雅雯,-32.875
陳淑玲,-30.8125
陳思妤,-30.75
黃鈺婷,-30.6875
陳麗娟,-31.5625
林美惠,-32.25
林美玲,-32.25
林淑娟,-32.0625
林秀美,-32.375
陳志豪,-30.5625
陳雅玲,-30.875
張家銘,-32.875
陳美玉,-31.25
陳秀琴,-31.0625
許雅婷,-34.375
王俊傑,-31.125
黃淑惠,-31.25
劉怡君,-29.25
黃俊傑,-30.9375
陳冠霖,-30.4375
張淑惠,-33.0
陳志明,-30.875
陳美珠,-31.1875
陳秀英,-31.1875
陳俊宇,-30.5
陳雅惠,-30.875
陳麗珠,-31.4375
黃馨儀,-30.6875
林佳蓉,-31.6875
林淑華,-32.125
陳怡安,-30.875
林淑貞,-32.375
陳美雲,-31.625
王怡婷,-31.375
林美華,-32.5
林冠宇,-31.3125
林冠廷,-31.375
陳秀鳳,-31.125
陳惠美,-30.75
陳思穎,-30.75
張淑芬,-33.125
陳建志,-30.25
陳惠玲,-30.5625
陳麗卿,-31.25
林欣怡,-31.75
黃淑貞,-31.625
黃美玲,-31.5625
陳威廷,-30.25
李淑芬,-30.75
陳俊傑,-30.6875
陳美麗,-31.375
林秀英,-32.125
陳雅婷,-31.0
陳麗美,-31.625
黃美惠,-31.5
李佳蓉,-30.375
李麗華,-31.1875
林志明,-31.875
林雅惠,-31.875
陳品妤,-30.5625
林欣儀,-31.8125
陳秀蘭,-31.1875
鄭雅文,-33.134765625
陳慧玲,-31.0625
黃郁婷,-30.9375
陳俊良,-30.75
林彥廷,-31.375
林芳如,-32.25
陳麗如,-31.375
陳宥蓁,-30.625
黃美華,-31.75
黃淑娟,-31.3125
王淑芬,-31.5625
黃麗華,-31.8125
陳冠宏,-30.5
李淑惠,-30.625
陳姿穎,-30.5
林雅婷,-32.0
林麗娟,-32.625
林美玉,-32.1875
張淑娟,-33.125
