extracted_name,refine_flag,region,trial_num
李俊毅,False,0,0
李俊毅,False,0,0
王桂荣,False,1,0
李淑英,False,1,0
李俊毅,False,0,0
李淑英,False,1,0
李淑英,False,1,0
王海燕,False,1,0
张海燕,False,1,0
李兰英,False,1,0
李俊毅,False,0,0
李淑英,False,1,0
王桂荣,False,1,0
王桂荣,False,1,0
李俊毅,False,0,0
李淑英,False,1,0
刘红梅,False,1,0
李兰英,False,1,0
李兰英,False,1,0
李淑英,False,1,0
李俊毅,False,0,0
张海燕,True,1,0
李淑英,False,1,0
陳文雄,True,0,0
刘玉梅,False,1,0
李淑英,False,1,0
张桂珍,False,1,0
李淑英,False,1,0
张海燕,True,1,0
陈美惠,True,-1,0
李俊毅,False,0,0
张海燕,False,1,0
李兰英,False,1,0
李兰英,False,1,0
李俊毅,False,0,0
李淑英,False,1,0
刘红梅,False,1,0
李兰英,False,1,0
李俊毅,False,0,0
李兰英,False,1,0
李秀梅,False,1,1
李秀梅,False,1,1
王俊傑,False,0,1
王桂芝,False,1,1
陈丽华,True,-1,1
陳怡君,False,0,1
李秀梅,False,1,1
王建平,True,1,1
陳怡君,False,0,1
張淑英,True,-1,1
李秀梅,True,1,1
王桂芝,False,1,1
王红梅,False,1,1
王桂芝,False,1,1
王红梅,False,1,1
王红梅,False,1,1
李秀梅,True,1,1
刘建军,False,1,1
陈怡君,True,-1,1
李秀梅,False,1,1
张淑英,False,1,1
陈丽华,True,-1,1
王建平,True,1,1
王桂芝,False,1,1
李秀梅,False,1,1
王建平,True,1,1
林秀英,False,0,1
刘玉兰,False,1,1
李秀梅,False,1,1
王桂芝,False,1,1
张淑英,False,1,1
王桂芝,False,1,1
陈丽华,True,-1,1
林明德,False,0,1
林明德,False,0,1
王红梅,False,1,1
王桂芝,False,1,1
林秀英,False,0,1
李秀梅,False,1,1
陳麗華,False,0,1
林建成,False,0,2
李雪梅,False,1,2
陳俊廷,True,0,2
陳素貞,True,0,2
黃柏翰,False,0,2
王桂珍,False,1,2
陳素貞,True,0,2
王桂珍,False,1,2
王婷婷,False,1,2
陈信宏,True,-1,2
李雪梅,False,1,2
刘桂荣,False,1,2
王冬梅,False,1,2
NA,True,-1,2
林建成,False,0,2
陳信宏,False,0,2
张春梅,True,1,2
陳美玲,False,0,2
王桂珍,False,1,2
张秀兰,True,1,2
黃柏翰,False,0,2
陳美玲,False,0,2
陈信宏,True,-1,2
张春梅,False,1,2
王冬梅,False,1,2
王冬梅,False,1,2
张秀兰,True,1,2
林建成,False,0,2
王婷婷,False,1,2
李雪梅,False,1,2
刘建国,False,1,2
王桂珍,False,1,2
陳素貞,True,0,2
王婷婷,False,1,2
林建成,False,0,2
王冬梅,False,1,2
王婷婷,False,1,2
李雪梅,False,1,2
王婷婷,False,1,2
刘桂荣,False,1,2
张家荣,True,-1,3
NA,True,-1,3
王秀珍,False,1,3
李淑华,False,1,3
李志强,False,1,3
李淑华,False,1,3
陳昱安,False,0,3
张丽丽,False,1,3
张玉华,False,1,3
李淑华,False,1,3
王婷婷,False,1,3
李淑华,False,1,3
张玉华,False,1,3
李淑华,False,1,3
林冠宏,False,0,3
李淑华,False,1,3
林冠宏,False,0,3
张丽丽,False,1,3
李志强,False,1,3
李淑华,False,1,3
張玉华,True,-1,3
张玉华,False,1,3
陈志豪,True,-1,3
林冠宏,False,0,3
李淑华,False,1,3
李淑华,False,1,3
李志强,False,1,3
刘建国,False,1,3
刘建国,False,1,3
刘建国,False,1,3
张玉华,False,1,3
李淑华,False,1,3
刘建国,False,1,3
李淑华,False,1,3
刘建国,False,1,3
李淑华,False,1,3
张家荣,True,-1,3
陳昱安,False,0,3
张玉华,False,1,3
李淑华,False,1,3
李红梅,False,1,4
张丽丽,False,1,4
李桂珍,False,1,4
李桂珍,False,1,4
张家瑋,True,-1,4
张家玮,True,-1,4
王俊凱,True,0,4
张秀荣,True,1,4
张淑珍,False,1,4
李桂兰,False,1,4
李桂珍,False,1,4
NA,True,-1,4
李桂珍,False,1,4
张家玮,True,-1,4
