extracted_name,refine_flag,region,trial_num
李俊毅,True,0,0
王建平,True,1,0
王建平,True,1,0
王建平,True,1,0
李俊毅,True,0,0
王桂荣,True,1,0
王建平,True,1,0
王建平,True,1,0
王桂荣,True,1,0
李淑英,True,1,0
王建平,True,1,0
王桂荣,True,1,0
王建平,True,1,0
王桂荣,True,1,0
王桂荣,True,1,0
王建平,True,1,0
李俊毅,True,0,0
王建平,True,1,0
王桂荣,True,1,0
王建平,True,1,0
李俊毅,True,0,0
王建平,True,1,0
王桂荣,True,1,0
王建平,True,1,0
王建平,True,1,0
王桂荣,True,1,0
NA,True,-1,0
李俊毅,True,0,0
王建平,True,1,0
王海燕,True,1,0
王桂荣,True,1,0
王桂荣,True,1,0
李俊毅,True,0,0
NA,True,-1,0
王建平,True,1,0
李俊毅,True,0,0
王建平,True,1,0
王建平,True,1,0
李俊毅,True,0,0
王桂荣,True,1,0
李俊毅,True,0,0
李俊毅,True,0,0
王建平,True,1,0
李淑英,True,1,0
李俊毅,True,0,0
NA,True,-1,0
李俊毅,True,0,0
李俊毅,True,0,0
NA,True,-1,0
王建平,True,1,0
王建平,True,1,0
李俊毅,True,0,0
王建平,True,1,0
王建平,True,1,0
李俊毅,True,0,0
王桂荣,True,1,0
王桂荣,True,1,0
王建平,True,1,0
李俊毅,True,0,0
王桂荣,True,1,0
王桂荣,True,1,0
王建平,True,1,0
李俊毅,True,0,0
李俊毅,True,0,0
李俊毅,True,0,0
李俊毅,True,0,0
李俊毅,True,0,0
王桂荣,True,1,0
王建平,True,1,0
王海燕,True,1,0
王建平,True,1,0
王建平,True,1,0
王建平,True,1,0
王桂荣,True,1,0
李俊毅,True,0,0
王海燕,True,1,0
李淑英,True,1,0
李俊毅,True,0,0
王建平,True,1,0
李俊毅,True,0,0
李玉梅,True,1,0
李桂芳,True,1,0
NA,True,-1,0
張哲瑋,True,0,0
李玉梅,True,1,0
林正雄,True,0,0
陳志強,True,0,0
李桂芳,True,1,0
陳志強,True,0,0
李桂芳,True,1,0
李桂芳,True,1,0
陳柏翰,True,0,0
李桂芳,True,1,0
張哲瑋,True,0,0
陳柏翰,True,0,0
陳柏翰,True,0,0
陳志強,True,0,0
李桂芳,True,1,0
陳柏翰,True,0,0
李桂芳,True,1,0
楊承翰,True,0,0
李桂芳,True,1,0
陳志強,True,0,0
NA,True,-1,0
NA,True,-1,0
林正雄,True,0,0
张凤英,True,1,0
李桂芳,True,1,0
李桂芳,True,1,0
陈桂英,True,1,0
王婷婷,True,1,0
陳志成,True,0,0
楊承翰,True,0,0
楊宗翰,True,0,0
李桂芳,True,1,0
李桂芳,True,1,0
陳柏翰,True,0,0
林正雄,True,0,0
陳志強,True,0,0
陳志強,True,0,0
陳志成,True,0,0
李玉梅,True,1,0
李桂芳,True,1,0
陈桂英,True,1,0
李桂芳,True,1,0
李桂芳,True,1,0
陳柏翰,True,0,0
李桂芳,True,1,0
陳柏翰,True,0,0
楊宗翰,True,0,0
李桂芳,True,1,0
李玉梅,True,1,0
陳柏翰,True,0,0
李桂芳,True,1,0
陳柏翰,True,0,0
李桂芳,True,1,0
楊宗翰,True,0,0
陳柏翰,True,0,0
李桂芳,True,1,0
楊承翰,True,0,0
李桂芳,True,1,0
李桂芳,True,1,0
李桂芳,True,1,0
李桂芳,True,1,0
陳志強,True,0,0
陳志成,True,0,0
陳志成,True,0,0
李桂芳,True,1,0
NA,True,-1,0
张桂芳,True,1,0
陳志成,True,0,0
楊宗翰,True,0,0
李桂芳,True,1,0
李玉梅,True,1,0
陳柏翰,True,0,0
李桂芳,True,1,0
李桂芳,True,1,0
李桂芳,True,1,0
李桂芳,True,1,0
李桂芳,True,1,0
李俊賢,True,0,0
李俊毅,True,0,0
张丽华,True,1,0
李俊毅,True,0,0
李俊毅,True,0,0
李俊毅,True,0,0
李俊賢,True,0,0
李俊毅,True,0,0
李俊毅,True,0,0
张丽华,True,1,0
李俊毅,True,0,0
張丽华,True,-1,0
张丽华,True,1,0
李俊毅,True,0,0
張秀芳,True,-1,0
李俊毅,True,0,0
李俊賢,True,0,0
李俊賢,True,0,0
李俊毅,True,0,0
张秀芳,True,1,0
張兰英,True,-1,0
李俊毅,True,0,0
李俊賢,True,0,0
李俊賢,True,0,0
李俊毅,True,0,0
張丽华,True,-1,0
李俊賢,True,0,0
李俊賢,True,0,0
张丽华,True,1,0
李俊毅,True,0,0
李俊毅,True,0,0
李俊毅,True,0,0
李俊賢,True,0,0
李俊賢,True,0,0
张丽华,True,1,0
李俊毅,True,0,0
张秀芳,True,1,0
张丽华,True,1,0
李俊毅,True,0,0
李俊毅,True,0,0
張丽娟,True,-1,0
李俊毅,True,0,0
李俊毅,True,0,0
张丽华,True,1,0
李俊毅,True,0,0
张秀芳,True,1,0
李俊毅,True,0,0
李俊賢,True,0,0
李玉珍,True,1,0
