,extracted_name,refine_flag,region,trial_num
0,蔡承恩,False,0,0
1,蔡承恩,False,0,0
2,蔡承恩,False,0,0
3,李俊毅,False,0,0
4,蔡承恩,False,0,0
5,蔡承翰,False,0,0
6,李俊毅,False,0,0
7,李俊毅,False,0,0
8,林雅婷,False,0,0
9,李俊毅,False,0,0
10,蔡承恩,False,0,0
11,蔡承恩,False,0,0
12,蔡承翰,False,0,0
13,李俊毅,False,0,0
14,蔡承恩,False,0,0
15,蔡承翰,False,0,0
16,蔡承恩,False,0,0
17,蔡承翰,False,0,0
18,林雅婷,False,0,0
19,蔡承恩,False,0,0
20,蔡承恩,False,0,0
21,蔡承翰,False,0,0
22,蔡承翰,False,0,0
23,蔡承翰,False,0,0
24,蔡承恩,False,0,0
25,李俊毅,False,0,0
26,蔡承恩,False,0,0
27,蔡承翰,False,0,0
28,蔡承恩,False,0,0
29,蔡承恩,False,0,0
30,蔡承恩,False,0,0
31,林雅婷,False,0,0
32,李俊毅,False,0,0
33,蔡承恩,False,0,0
34,李俊毅,False,0,0
35,李俊毅,False,0,0
36,林雅婷,False,0,0
37,李俊毅,False,0,0
38,蔡承翰,False,0,0
39,蔡承翰,False,0,0
40,蔡承恩,False,0,0
41,李俊毅,False,0,0
42,李俊毅,False,0,0
43,李俊毅,False,0,0
44,蔡承翰,False,0,0
45,蔡承恩,False,0,0
46,李俊毅,False,0,0
47,蔡承翰,False,0,0
48,蔡承翰,False,0,0
49,蔡承恩,False,0,0
50,蔡承恩,False,0,0
51,蔡承恩,False,0,0
52,李俊毅,False,0,0
53,蔡承恩,False,0,0
54,蔡承翰,False,0,0
55,蔡承翰,False,0,0
56,李俊毅,False,0,0
57,蔡承翰,False,0,0
58,蔡承恩,False,0,0
59,蔡承恩,False,0,0
60,蔡承恩,False,0,0
61,李俊毅,False,0,0
62,李俊毅,False,0,0
63,李俊毅,False,0,0
64,蔡承恩,False,0,0
65,蔡承恩,False,0,0
66,蔡承翰,False,0,0
67,蔡承恩,False,0,0
68,蔡承翰,False,0,0
69,蔡承恩,False,0,0
70,蔡承翰,False,0,0
71,蔡承翰,False,0,0
72,李俊毅,False,0,0
73,李俊毅,False,0,0
74,蔡承恩,False,0,0
75,李俊毅,False,0,0
76,蔡承翰,False,0,0
77,蔡承恩,False,0,0
78,李俊毅,False,0,0
79,陳宥蓁,False,0,0
80,蔡承恩,False,0,0
81,蔡承翰,False,0,0
82,蔡承恩,False,0,0
83,蔡承翰,False,0,0
84,蔡承恩,False,0,0
85,蔡承翰,False,0,0
86,李俊毅,False,0,0
87,李俊毅,False,0,0
88,蔡承恩,False,0,0
89,李俊毅,False,0,0
90,蔡承翰,False,0,0
91,李俊毅,False,0,0
92,蔡承恩,False,0,0
93,蔡承翰,False,0,0
94,蔡承恩,False,0,0
95,蔡承恩,False,0,0
96,蔡承恩,False,0,0
97,李俊毅,False,0,0
98,蔡承恩,False,0,0
99,蔡承翰,False,0,0
100,蔡承翰,False,0,0
101,李俊毅,False,0,0
102,蔡承恩,False,0,0
103,李俊毅,False,0,0
104,李俊毅,False,0,0
105,蔡承恩,False,0,0
106,蔡承恩,False,0,0
107,李俊毅,False,0,0
108,蔡承翰,False,0,0
109,李俊毅,False,0,0
110,李俊毅,False,0,0
111,蔡承恩,False,0,0
112,李俊毅,False,0,0
113,陳美惠,False,0,0
114,蔡承翰,False,0,0
115,蔡承翰,False,0,0
116,蔡承翰,False,0,0
117,蔡承恩,False,0,0
118,李俊毅,False,0,0
119,蔡承恩,False,0,0
120,李俊毅,False,0,0
121,蔡承翰,False,0,0
122,蔡承恩,False,0,0
123,蔡承翰,False,0,0
124,蔡承翰,False,0,0
125,蔡承翰,False,0,0
126,蔡承恩,False,0,0
127,林雅婷,False,0,0
128,蔡承恩,False,0,0
129,李俊毅,False,0,0
130,李俊毅,False,0,0
131,李俊毅,False,0,0
132,蔡承恩,False,0,0
133,蔡承恩,False,0,0
134,李俊毅,False,0,0
135,蔡承恩,False,0,0
136,蔡承翰,False,0,0
137,李俊毅,False,0,0
138,李俊毅,False,0,0
139,李俊毅,False,0,0
140,蔡承恩,False,0,0
141,蔡承恩,False,0,0
142,蔡承恩,False,0,0
143,蔡承翰,False,0,0
144,蔡承翰,False,0,0
145,蔡承翰,False,0,0
146,蔡承恩,False,0,0
147,蔡承恩,False,0,0
148,蔡承翰,False,0,0
149,蔡承恩,False,0,0
150,蔡承翰,False,0,0
151,蔡承翰,False,0,0
152,李俊毅,False,0,0
153,蔡承翰,False,0,0
154,蔡承恩,False,0,0
155,蔡承恩,False,0,0
156,蔡承翰,False,0,0
157,李俊毅,False,0,0
158,蔡承恩,False,0,0
159,蔡承翰,False,0,0
160,李俊毅,False,0,0
161,蔡承翰,False,0,0
162,李俊毅,False,0,0
163,蔡承恩,False,0,0
164,李俊毅,False,0,0
165,蔡承恩,False,0,0
166,林雅婷,False,0,0
167,李俊毅,False,0,0
168,李俊毅,False,0,0
169,李俊毅,False,0,0
170,蔡承恩,False,0,0
171,蔡承翰,False,0,0
172,蔡承翰,False,0,0
173,蔡承恩,False,0,0
174,陳宥蓁,False,0,0
175,蔡承恩,False,0,0
176,陳文雄,False,0,0
177,蔡承恩,False,0,0
178,王建平,False,1,0
179,蔡承翰,False,0,0
180,陳俊豪,False,0,1
181,林哲宇,False,0,1
182,林哲宇,False,0,1
183,陳俊豪,False,0,1
184,吳承翰,False,0,1
185,陳俊豪,False,0,1
186,林哲宇,False,0,1
187,林哲宇,False,0,1
188,陳俊豪,False,0,1
189,陳俊豪,False,0,1
190,林哲宇,False,0,1
191,陳俊豪,False,0,1
192,陳俊豪,False,0,1
193,陳俊豪,False,0,1
194,陳俊豪,False,0,1
195,林哲宇,False,0,1
196,林哲宇,False,0,1
197,陳俊豪,False,0,1
198,陳俊豪,False,0,1
199,陳俊豪,False,0,1
200,林哲宇,False,0,1
201,林哲宇,False,0,1
202,陳俊豪,False,0,1
203,林哲宇,False,0,1
204,林哲宇,False,0,1
205,刘冠廷,True,-1,1
206,陳俊豪,False,0,1
207,陳俊豪,False,0,1
208,陳俊豪,False,0,1
209,林哲宇,False,0,1
210,林哲宇,False,0,1
211,陳俊豪,False,0,1
212,林哲宇,False,0,1
213,陳俊豪,False,0,1
214,林哲宇,False,0,1
215,林哲宇,False,0,1
216,林哲宇,False,0,1
217,林哲宇,False,0,1
