,extracted_name,refine_flag,region,trial_num
0,王建平,False,1,0
1,王建平,False,1,0
2,王建平,False,1,0
3,李俊毅,False,0,0
4,王建平,False,1,0
5,陳文雄,False,0,0
6,林雅婷,False,0,0
7,王建平,False,1,0
8,王建平,False,1,0
9,王建平,False,1,0
10,陳文雄,False,0,0
11,王建平,False,1,0
12,王建平,False,1,0
13,王建平,False,1,0
14,王建平,False,1,0
15,王建平,False,1,0
16,林秀美,False,0,0
17,王建平,False,1,0
18,王建平,False,1,0
19,陳美惠,False,0,0
20,陳美惠,False,0,0
21,王建平,False,1,0
22,王建平,False,1,0
23,王桂荣,False,1,0
24,王建平,False,1,0
25,王建平,False,1,0
26,王建平,False,1,0
27,王建平,False,1,0
28,王建平,False,1,0
29,王建平,False,1,0
30,陳美惠,False,0,0
31,王建平,False,1,0
32,李俊毅,False,0,0
33,王建平,False,1,0
34,王建平,False,1,0
35,王建平,False,1,0
36,林秀美,False,0,0
37,王建平,False,1,0
38,王建平,False,1,0
39,陳宥蓁,False,0,0
40,王建平,False,1,0
41,王建平,False,1,0
42,王建平,False,1,0
43,王建平,False,1,0
44,陳文雄,False,0,0
45,李俊毅,False,0,0
46,王建平,False,1,0
47,王建平,False,1,0
48,王建平,False,1,0
49,王建平,False,1,0
50,林秀美,False,0,0
51,王建平,False,1,0
52,王建平,False,1,0
53,王建平,False,1,0
54,陳宥蓁,False,0,0
55,王建平,False,1,0
56,王建平,False,1,0
57,王建平,False,1,0
58,王建平,False,1,0
59,王建平,False,1,0
60,王建平,False,1,0
61,王建平,False,1,0
62,王建平,False,1,0
63,王建平,False,1,0
64,王建平,False,1,0
65,王建平,False,1,0
66,王建平,False,1,0
67,陳美惠,False,0,0
68,王建平,False,1,0
69,王建平,False,1,0
70,王建平,False,1,0
71,王建平,False,1,0
72,王建平,False,1,0
73,王建平,False,1,0
74,陳美惠,False,0,0
75,王建平,False,1,0
76,王建平,False,1,0
77,王建平,False,1,0
78,王建平,False,1,0
79,王建平,False,1,0
80,陳美惠,False,0,0
81,王建平,False,1,0
82,陳文雄,False,0,0
83,王建平,False,1,0
84,王建平,False,1,0
85,王建平,False,1,0
86,陳文雄,False,0,0
87,陳宥蓁,False,0,0
88,王建平,False,1,0
89,王建平,False,1,0
90,陳美惠,False,0,0
91,王建平,False,1,0
92,王建平,False,1,0
93,陳美惠,False,0,0
94,陳文雄,False,0,0
95,陳文雄,False,0,0
96,陳宥蓁,False,0,0
97,王建平,False,1,0
98,陳宥蓁,False,0,0
99,王建平,False,1,0
100,王建平,False,1,0
101,王建平,False,1,0
102,陳文雄,False,0,0
103,陳美惠,False,0,0
104,王建平,False,1,0
105,林秀美,False,0,0
106,王建平,False,1,0
107,王建平,False,1,0
108,王建平,False,1,0
109,王建平,False,1,0
110,王建平,False,1,0
111,陳文雄,False,0,0
112,王建平,False,1,0
113,王建平,False,1,0
114,王建平,False,1,0
115,王建平,False,1,0
116,王建平,False,1,0
117,王建平,False,1,0
118,王建平,False,1,0
119,王建平,False,1,0
120,王建平,False,1,0
121,陳美惠,False,0,0
122,王建平,False,1,0
123,陳美惠,False,0,0
124,陳美惠,False,0,0
125,陳宥蓁,False,0,0
126,陳宥蓁,False,0,0
127,王建平,False,1,0
128,王建平,False,1,0
129,王建平,False,1,0
130,王建平,False,1,0
131,王建平,False,1,0
132,王建平,False,1,0
133,王建平,False,1,0
134,王建平,False,1,0
135,王建平,False,1,0
136,張桂珍,True,-1,0
137,王建平,False,1,0
138,陳美惠,False,0,0
139,王建平,False,1,0
140,王建平,False,1,0
141,陳美惠,False,0,0
142,陳美惠,False,0,0
143,王建平,False,1,0
144,陳宥蓁,False,0,0
145,王建平,False,1,0
146,王桂荣,False,1,0
147,王建平,False,1,0
148,陳宥蓁,False,0,0
149,王建平,False,1,0
150,陳美惠,False,0,0
151,張淑芬,False,0,0
152,王建平,False,1,0
153,王建平,False,1,0
154,王建平,False,1,0
155,王建平,False,1,0
156,陳宥蓁,False,0,0
157,王建平,False,1,0
158,王建平,False,1,0
159,王建平,False,1,0
160,陳美惠,False,0,0
161,王建平,False,1,0
162,陳文雄,False,0,0
163,王建平,False,1,0
164,陳文雄,False,0,0
165,王建平,False,1,0
166,王建平,False,1,0
167,王建平,False,1,0
168,王建平,False,1,0
169,王建平,False,1,0
170,陳宥蓁,False,0,0
171,王建平,False,1,0
172,王建平,False,1,0
173,王建平,False,1,0
174,王建平,False,1,0
175,陳美惠,False,0,0
176,王建平,False,1,0
177,王建平,False,1,0
178,王建平,False,1,0
179,王建平,False,1,0
180,陳俊豪,False,0,1
181,陳柏翰,False,0,1
182,陳俊豪,False,0,1
183,林哲宇,False,0,1
184,張淑貞,False,0,1
185,陳俊豪,False,0,1
186,陳俊豪,False,0,1
187,陳俊豪,False,0,1
188,陳麗卿,False,0,1
189,陳俊豪,False,0,1
190,陳柏翰,False,0,1
191,林哲宇,False,0,1
192,陳淑美,False,0,1
193,林哲宇,False,0,1
194,陳俊豪,False,0,1
195,陳俊豪,False,0,1
196,陳柏翰,False,0,1
197,陳俊豪,False,0,1
198,陳俊豪,False,0,1
199,張淑貞,False,0,1
200,陳俊豪,False,0,1
201,陳俊豪,False,0,1
202,陳俊豪,False,0,1
203,陳俊豪,False,0,1
204,陳柏翰,False,0,1
205,陳柏翰,False,0,1
206,陳柏翰,False,0,1
207,林哲宇,False,0,1
208,陳俊豪,False,0,1
209,林哲宇,False,0,1
210,李桂荣,False,1,1
211,陳俊豪,False,0,1
212,張淑貞,False,0,1
213,林哲宇,False,0,1
214,陳俊豪,False,0,1
215,陳俊豪,False,0,1
216,林哲宇,False,0,1
217,林哲宇,False,0,1
218,陳俊豪,False,0,1
219,陳俊豪,False,0,1
220,陳柏翰,False,0,1
221,陳柏翰,False,0,1
222,陳俊豪,False,0,1
223,陳俊豪,False,0,1
224,陳淑美,False,0,1
225,林哲宇,False,0,1
226,陳柏翰,False,0,1
227,林哲宇,False,0,1
228,林哲宇,False,0,1
229,陳俊豪,False,0,1
230,陳俊豪,False,0,1
231,陳柏翰,False,0,1
232,張秀荣,True,-1,1
233,陳俊豪,False,0,1
234,陳俊豪,False,0,1
235,陳俊豪,False,0,1
236,張淑貞,False,0,1
237,林哲宇,False,0,1
238,林哲宇,False,0,1
239,林哲宇,False,0,1
240,陳柏翰,False,0,1
241,陳俊豪,False,0,1
242,陳俊豪,False,0,1
243,陳俊豪,False,0,1
244,張淑貞,False,0,1
245,陳俊豪,False,0,1
246,陳俊豪,False,0,1
247,陳俊豪,False,0,1
248,陳俊豪,False,0,1
249,陳麗卿,False,0,1
250,陳俊豪,False,0,1
251,陳俊豪,False,0,1
252,林哲宇,False,0,1
253,陳柏翰,False,0,1
254,陳柏翰,False,0,1
255,陳麗卿,False,0,1
256,陳俊豪,False,0,1
257,陳俊豪,False,0,1
258,陳俊豪,False,0,1
259,陳俊豪,False,0,1
260,陳俊豪,False,0,1
261,陳俊豪,False,0,1
262,陳柏翰,False,0,1
263,陳俊豪,False,0,1
264,陳麗卿,False,0,1
265,陳俊豪,False,0,1
266,林哲宇,False,0,1
267,林哲宇,False,0,1
268,林哲宇,False,0,1
269,陳俊豪,False,0,1
270,陳俊豪,False,0,1
271,陳俊豪,False,0,1
272,張淑貞,False,0,1
273,林哲宇,False,0,1
274,林哲宇,False,0,1
275,陳俊豪,False,0,1
276,陳俊豪,False,0,1
277,陳俊豪,False,0,1
278,林哲宇,False,0,1
279,陳俊豪,False,0,1
280,陳俊豪,False,0,1
281,陳俊豪,False,0,1
282,林哲宇,False,0,1
283,林哲宇,False,0,1
284,林哲宇,False,0,1
285,陳俊豪,False,0,1
286,林哲宇,False,0,1
287,陳俊豪,False,0,1
288,林哲宇,False,0,1
289,張淑貞,False,0,1
290,陳俊豪,False,0,1
291,林哲宇,False,0,1
292,林哲宇,False,0,1
293,陳俊豪,False,0,1
294,陳俊豪,False,0,1
295,陳俊豪,False,0,1
296,林哲宇,False,0,1
297,林哲宇,False,0,1
298,林哲宇,False,0,1
299,陳俊豪,False,0,1
300,陳俊豪,False,0,1
301,陳俊豪,False,0,1
302,劉冠廷,False,0,1
303,陳俊豪,False,0,1
304,陳柏翰,False,0,1
305,張淑貞,False,0,1
306,陳俊豪,False,0,1
307,林哲宇,False,0,1
308,林哲宇,False,0,1
309,林哲宇,False,0,1
310,陳俊豪,False,0,1
311,林哲宇,False,0,1
312,陳俊豪,False,0,1
313,陳俊豪,False,0,1
314,陳麗卿,False,0,1
315,林哲宇,False,0,1
316,陳俊豪,False,0,1
317,陳俊豪,False,0,1
318,林哲宇,False,0,1
319,林哲宇,False,0,1
320,陳俊豪,False,0,1
321,陳俊豪,False,0,1
322,陳俊豪,False,0,1
323,陳俊豪,False,0,1
324,陳俊豪,False,0,1
325,陳淑美,False,0,1
326,陳俊豪,False,0,1
327,林哲宇,False,0,1
328,林哲宇,False,0,1
329,陳柏翰,False,0,1
330,張淑貞,False,0,1
331,陳麗卿,False,0,1
332,陳俊豪,False,0,1
333,張淑貞,False,0,1
334,林哲宇,False,0,1
335,陳俊豪,False,0,1
336,陳俊豪,False,0,1
337,陳俊豪,False,0,1
338,陳俊豪,False,0,1
339,陳俊豪,False,0,1
340,陳俊豪,False,0,1
341,陳俊豪,False,0,1
342,林哲宇,False,0,1
343,林哲宇,False,0,1
344,陳柏翰,False,0,1
345,陳俊豪,False,0,1
346,陳俊豪,False,0,1
347,陳俊豪,False,0,1
348,林哲宇,False,0,1
349,陳俊豪,False,0,1
350,陳俊豪,False,0,1
351,林哲宇,False,0,1
352,陳俊豪,False,0,1
353,陳淑美,False,0,1
354,張淑貞,False,0,1
355,陳俊豪,False,0,1
356,陳俊豪,False,0,1
357,林哲宇,False,0,1
358,林哲宇,False,0,1
359,陳麗卿,False,0,1
360,王建国,False,1,2
361,李建华,False,1,2
362,陳俊宇,False,0,2
363,王建国,False,1,2
364,陳俊宇,False,0,2
365,陳俊廷,False,0,2
366,王建国,False,1,2
367,李建华,False,1,2
368,王建国,False,1,2
369,,True,-1,2
370,王建国,False,1,2
371,陳俊宇,False,0,2
372,王建国,False,1,2
373,陳俊宇,False,0,2
374,陳俊廷,False,0,2
375,王建国,False,1,2
376,陳俊宇,False,0,2
377,陳俊廷,False,0,2
378,陳俊宇,False,0,2
379,陳怡靜,False,0,2
380,陳麗華,False,0,2
381,王建国,False,1,2
382,王建国,False,1,2
383,王建国,False,1,2
384,王建国,False,1,2
385,王建国,False,1,2
386,陳俊宇,False,0,2
387,陳俊宇,False,0,2
388,王建国,False,1,2
389,陳俊宇,False,0,2
390,陳俊宇,False,0,2
391,王建国,False,1,2
392,陳俊廷,False,0,2
393,王建国,False,1,2
394,陳俊廷,False,0,2
395,王建国,False,1,2
396,陳俊廷,False,0,2
397,王建国,False,1,2
398,王建国,False,1,2
399,陳俊宇,False,0,2
400,陳俊宇,False,0,2
401,王建国,False,1,2
402,陳俊宇,False,0,2
403,李建华,False,1,2
404,陳俊廷,False,0,2
405,陳俊宇,False,0,2
406,李建华,False,1,2
407,陳俊廷,False,0,2
408,王建国,False,1,2
409,陳俊宇,False,0,2
410,王建国,False,1,2
411,王建国,False,1,2
412,陳俊宇,False,0,2
413,王建国,False,1,2
414,陳俊宇,False,0,2
415,王建国,False,1,2
416,王建国,False,1,2
417,王建国,False,1,2
418,王建国,False,1,2
419,陳俊宇,False,0,2
420,王建国,False,1,2
421,陳俊宇,False,0,2
422,王建国,False,1,2
423,陳俊廷,False,0,2
424,王建国,False,1,2
425,王建国,False,1,2
426,李建华,False,1,2
427,王建国,False,1,2
428,陳俊廷,False,0,2
429,陳俊廷,False,0,2
430,王建国,False,1,2
431,陳俊廷,False,0,2
432,王建国,False,1,2
433,王建国,False,1,2
434,陳俊宇,False,0,2
435,王建国,False,1,2
436,王建国,False,1,2
437,王建国,False,1,2
438,王建国,False,1,2
439,王建国,False,1,2
440,王建国,False,1,2
441,王建国,False,1,2
442,王建国,False,1,2
443,陳俊廷,False,0,2
444,王建国,False,1,2
445,陳俊宇,False,0,2
446,王建国,False,1,2
447,王建国,False,1,2
448,王建国,False,1,2
449,王建国,False,1,2
450,李建华,False,1,2
451,王建国,False,1,2
452,王建国,False,1,2
453,王建国,False,1,2
454,王建国,False,1,2
455,陳俊宇,False,0,2
456,王建国,False,1,2
457,陳俊宇,False,0,2
458,陳俊宇,False,0,2
459,王建国,False,1,2
460,王建国,False,1,2
461,王建国,False,1,2
462,王建国,False,1,2
463,王建国,False,1,2
464,陳俊廷,False,0,2
465,陳俊宇,False,0,2
466,王建国,False,1,2
467,陳俊宇,False,0,2
468,王建国,False,1,2
469,王建国,False,1,2
470,王建国,False,1,2
471,陳俊宇,False,0,2
472,王建国,False,1,2
473,王建国,False,1,2
474,陳俊廷,False,0,2
475,陳俊廷,False,0,2
476,王建国,False,1,2
477,王建国,False,1,2
478,陳俊宇,False,0,2
479,陳俊廷,False,0,2
480,王建国,False,1,2
481,陳俊廷,False,0,2
482,王建国,False,1,2
483,王建国,False,1,2
484,陳俊廷,False,0,2
485,王建国,False,1,2
486,王建国,False,1,2
487,李建华,False,1,2
488,李建华,False,1,2
489,李建华,False,1,2
490,陳俊宇,False,0,2
491,陳俊廷,False,0,2
492,王建国,False,1,2
493,李建华,False,1,2
494,李建华,False,1,2
495,陳俊廷,False,0,2
496,陳俊宇,False,0,2
497,王建国,False,1,2
498,陳俊廷,False,0,2
499,陳俊宇,False,0,2
500,陳俊廷,False,0,2
501,李建华,False,1,2
502,陳俊廷,False,0,2
503,陳俊廷,False,0,2
504,王建国,False,1,2
505,王建国,False,1,2
506,王建国,False,1,2
507,王建国,False,1,2
508,王建国,False,1,2
