,extracted_name,refine_flag,region,trial_num
0,李俊毅,False,0,0
1,蔡承翰,False,0,0
2,蔡承恩,False,0,0
3,蔡承翰,False,0,0
4,马秀英,False,1,0
5,林雅婷,False,0,0
6,蔡承翰,False,0,0
7,蔡承翰,False,0,0
8,蔡承翰,False,0,0
9,陈宥蓁,True,-1,0
10,林雅婷,False,0,0
11,林雅婷,False,0,0
12,蔡承翰,False,0,0
13,张桂珍,False,1,0
14,陳文雄,False,0,0
15,张海燕,False,1,0
16,蔡承翰,False,0,0
17,陳美惠,False,0,0
18,张桂珍,False,1,0
19,蔡承翰,False,0,0
20,蔡承翰,False,0,0
21,张海燕,False,1,0
22,蔡承翰,False,0,0
23,蔡承翰,False,0,0
24,林雅婷,False,0,0
25,张桂珍,False,1,0
26,张桂珍,False,1,0
27,张桂珍,False,1,0
28,林秀美,False,0,0
29,张淑芬,True,-1,0
30,李俊毅,False,0,0
31,蔡承翰,False,0,0
32,蔡承翰,False,0,0
33,张海燕,False,1,0
34,蔡承翰,False,0,0
35,陳宥蓁,False,0,0
36,蔡承翰,False,0,0
37,张桂珍,False,1,0
38,蔡承翰,False,0,0
39,蔡承翰,False,0,0
40,蔡承翰,False,0,0
41,蔡承翰,False,0,0
42,陈美惠,True,-1,0
43,蔡承翰,False,0,0
44,陳文雄,False,0,0
45,蔡承翰,False,0,0
46,蔡承翰,False,0,0
47,蔡承翰,False,0,0
48,陈文雄,True,-1,0
49,陈宥蓁,True,-1,0
50,林秀美,False,0,0
51,蔡承翰,False,0,0
52,黃淑惠,False,0,0
53,林秀美,False,0,0
54,陳宥蓁,False,0,0
55,张淑芬,True,-1,0
56,蔡承翰,False,0,0
57,蔡承翰,False,0,0
58,蔡承翰,False,0,0
59,蔡承翰,False,0,0
60,张桂珍,False,1,0
61,蔡承翰,False,0,0
62,张淑芬,True,-1,0
63,张淑芬,True,-1,0
64,蔡承翰,False,0,0
65,张海燕,False,1,0
66,张桂珍,False,1,0
67,张桂珍,False,1,0
68,蔡承翰,False,0,0
69,张淑芬,True,-1,0
70,蔡承翰,False,0,0
71,蔡承翰,False,0,0
72,张海燕,False,1,0
73,蔡承恩,False,0,0
74,黃淑惠,False,0,0
75,蔡承翰,False,0,0
76,蔡承翰,False,0,0
77,张桂珍,False,1,0
78,蔡承翰,False,0,0
79,陳宥蓁,False,0,0
80,林雅婷,False,0,0
81,林雅婷,False,0,0
82,蔡承翰,False,0,0
83,蔡承翰,False,0,0
84,蔡承翰,False,0,0
85,蔡承翰,False,0,0
86,刘玉梅,False,1,0
87,陳宥蓁,False,0,0
88,张桂珍,False,1,0
89,黃淑惠,False,0,0
90,林雅婷,False,0,0
91,蔡承翰,False,0,0
92,蔡承翰,False,0,0
93,陈美惠,True,-1,0
94,蔡承翰,False,0,0
95,张海燕,False,1,0
96,李淑英,False,1,0
97,陈美惠,True,-1,0
98,蔡承翰,False,0,0
99,张海燕,False,1,0
100,蔡承翰,False,0,0
101,林雅婷,False,0,0
102,林秀美,False,0,0
103,陈美惠,True,-1,0
104,蔡承翰,False,0,0
105,蔡承翰,False,0,0
106,林秀美,False,0,0
107,蔡承翰,False,0,0
108,陳文雄,True,0,0
109,蔡承翰,False,0,0
110,陈文雄,True,-1,0
111,李淑英,False,1,0
112,蔡承翰,False,0,0
113,陳美惠,False,0,0
114,蔡承翰,False,0,0
115,张桂珍,False,1,0
116,蔡承翰,False,0,0
117,张淑芬,True,-1,0
118,张桂珍,False,1,0
119,陳美惠,False,0,0
120,蔡承翰,False,0,0
121,张海燕,False,1,0
122,蔡承恩,False,0,0
123,蔡承翰,False,0,0
124,蔡承翰,False,0,0
125,李淑英,False,1,0
126,张桂珍,False,1,0
127,蔡承翰,False,0,0
128,黃淑惠,False,0,0
129,陈文雄,True,-1,0
130,李淑英,False,1,0
131,蔡承翰,False,0,0
132,蔡承恩,False,0,0
133,蔡承翰,False,0,0
134,张桂珍,False,1,0
135,蔡承翰,False,0,0
136,蔡承翰,False,0,0
137,黃淑惠,False,0,0
138,张桂珍,False,1,0
139,蔡承翰,False,0,0
140,林秀美,False,0,0
141,陳美惠,False,0,0
142,蔡承翰,False,0,0
143,蔡承翰,False,0,0
144,蔡承翰,False,0,0
145,陳美惠,False,0,0
146,刘玉梅,False,1,0
147,蔡承翰,True,0,0
148,张桂珍,False,1,0
149,陈美惠,True,-1,0
150,蔡承翰,False,0,0
151,黃淑惠,False,0,0
152,蔡承翰,False,0,0
153,林雅婷,True,0,0
154,陈美惠,True,-1,0
155,陈美惠,True,-1,0
156,蔡承翰,False,0,0
157,蔡承翰,False,0,0
158,蔡承翰,False,0,0
159,张桂珍,False,1,0
160,,True,-1,0
161,林雅婷,False,0,0
162,陳文雄,False,0,0
163,蔡承恩,False,0,0
164,蔡承翰,False,0,0
165,王海燕,False,1,0
166,蔡承翰,False,0,0
167,蔡承翰,False,0,0
168,蔡承翰,False,0,0
169,蔡承翰,False,0,0
170,蔡承恩,False,0,0
171,林雅婷,False,0,0
172,张淑芬,True,-1,0
173,林秀美,False,0,0
174,张淑芬,True,-1,0
175,黃淑惠,False,0,0
176,陈文雄,True,-1,0
177,林雅婷,False,0,0
178,张海燕,False,1,0
179,蔡承翰,False,0,0
180,刘冠廷,True,-1,1
181,陈丽卿,True,-1,1
182,张秀荣,False,1,1
183,陳俊豪,False,0,1
184,刘冠廷,True,-1,1
185,刘玉兰,False,1,1
186,陈丽卿,True,-1,1
187,吳承翰,False,0,1
188,吳承翰,False,0,1
189,吳承翰,False,0,1
190,陳柏翰,False,0,1
191,刘冠廷,True,-1,1
192,张秀芳,False,1,1
193,劉冠廷,False,0,1
194,张淑貞,True,-1,1
195,刘冠廷,True,-1,1
196,张淑貞,True,-1,1
197,陳麗卿,False,0,1
198,陳秀蘭,True,-1,1
199,陳柏翰,False,0,1
200,陈丽卿,True,-1,1
201,陳柏翰,False,0,1
202,張淑貞,False,0,1
203,杨秀珍,False,1,1
204,吳承翰,False,0,1
205,刘玉华,False,1,1
206,陳柏翰,False,0,1
207,李淑珍,True,-1,1
208,李丹丹,False,1,1
209,林淑貞,False,0,1
210,张秀荣,False,1,1
211,张秀芳,False,1,1
212,林淑貞,False,0,1
213,刘玉华,False,1,1
214,吳承翰,False,0,1
215,张秀荣,False,1,1
216,吳承翰,False,0,1
217,劉冠廷,False,0,1
218,陈淑美,True,-1,1
219,李桂荣,False,1,1
220,陳柏翰,False,0,1
221,陳柏翰,False,0,1
222,陳淑美,False,0,1
223,陈秀兰,False,1,1
224,陳淑美,False,0,1
225,吳承翰,False,0,1
226,陳柏翰,False,0,1
227,陈柏翰,True,-1,1
228,张秀荣,False,1,1
229,李淑华,False,1,1
230,陈丽卿,True,-1,1
231,劉冠廷,False,0,1
232,李丹丹,False,1,1
233,张秀芳,False,1,1
234,陈秀兰,False,1,1
235,陈秀兰,False,1,1
236,张秀芳,False,1,1
237,李淑华,False,1,1
238,陳柏翰,False,0,1
239,吳承翰,False,0,1
240,劉冠廷,True,0,1
241,陳俊豪,False,0,1
242,陳柏翰,False,0,1
243,陳淑美,False,0,1
244,劉冠廷,False,0,1
245,陳俊豪,False,0,1
246,陳麗卿,False,0,1
247,刘玉华,False,1,1
248,吳承翰,False,0,1
249,张淑貞,True,-1,1
250,劉冠廷,False,0,1
251,张秀芳,False,1,1
252,劉冠廷,False,0,1
253,陳柏翰,False,0,1
254,陳柏翰,False,0,1
255,陳麗卿,False,0,1
256,吳承翰,False,0,1
257,张淑貞,True,-1,1
258,陳柏翰,False,0,1
259,陳俊豪,False,0,1
260,陳俊豪,False,0,1
261,劉冠廷,False,0,1
262,张秀芳,False,1,1
263,劉冠廷,False,0,1
264,张淑貞,True,-1,1
265,陳淑美,False,0,1
266,刘冠廷,True,-1,1
267,张淑貞,True,-1,1
268,刘冠廷,True,-1,1
269,李桂荣,False,1,1
270,刘玉华,False,1,1
271,张秀荣,False,1,1
272,张秀荣,False,1,1
273,张秀芳,False,1,1
274,吳承翰,False,0,1
275,劉冠廷,False,0,1
276,刘玉华,False,1,1
277,劉冠廷,False,0,1
278,陈俊豪,True,-1,1
279,刘玉华,False,1,1
280,李桂荣,False,1,1
281,吳承翰,False,0,1
282,李淑华,False,1,1
283,刘玉华,False,1,1
284,张淑貞,True,-1,1
285,陳麗卿,False,0,1
286,陳俊豪,False,0,1
287,陈淑美,True,-1,1
288,陈秀兰,False,1,1
289,林哲宇,False,0,1
290,張秀芳,True,-1,1
291,陳麗卿,False,0,1
292,张秀荣,False,1,1
293,陳柏翰,False,0,1
294,陳淑美,False,0,1
295,林哲宇,False,0,1
296,林淑貞,False,0,1
297,陈丽卿,True,-1,1
298,吳承翰,False,0,1
299,陳俊豪,False,0,1
300,陈柏翰,True,-1,1
301,陈丽卿,True,-1,1
302,陳俊豪,False,0,1
303,林淑貞,False,0,1
304,李淑华,False,1,1
305,陳淑美,False,0,1
306,陳俊豪,False,0,1
307,林淑貞,False,0,1
308,吳承翰,False,0,1
309,李淑华,False,1,1
310,吳承翰,False,0,1
311,劉冠廷,False,0,1
312,张秀荣,False,1,1
313,陳麗卿,False,0,1
314,陳淑美,False,0,1
315,陈秀兰,False,1,1
316,刘冠廷,True,-1,1
317,陳柏翰,False,0,1
318,李桂荣,False,1,1
319,张淑貞,True,-1,1
320,张秀荣,False,1,1
321,刘冠廷,True,-1,1
322,李淑华,False,1,1
323,陳麗卿,False,0,1
324,刘玉华,False,1,1
325,林哲宇,False,0,1
326,李淑华,False,1,1
327,陳俊豪,False,0,1
328,劉冠廷,False,0,1
329,刘冠廷,True,-1,1
330,刘玉华,False,1,1
331,陈丽卿,True,-1,1
332,張淑貞,False,0,1
333,张秀芳,False,1,1
334,吳承翰,False,0,1
335,刘玉华,False,1,1
336,陳柏翰,False,0,1
337,张淑惠,True,-1,1
338,刘冠廷,True,-1,1
339,刘玉华,False,1,1
340,张秀荣,False,1,1
341,陳柏翰,False,0,1
