extracted_name,refine_flag,region,trial_num
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
林秀美,False,0,0
林麗娟,False,0,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
李桂珍,False,1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
李承恩,False,0,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
陳柏諺,False,0,0
林麗娟,False,0,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
李承恩,False,0,0
NA,True,-1,0
张志强,False,1,0
NA,True,-1,0
林麗娟,False,0,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
张志强,False,1,0
NA,True,-1,0
张建军,False,1,0
林麗娟,False,0,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
张建军,False,1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
陳柏諺,False,0,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
陳柏諺,False,0,0
NA,True,-1,0
李桂珍,False,1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
陳柏諺,False,0,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
李承恩,False,0,0
張凱翔,False,0,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
林明德,False,0,0
张志强,False,1,0
NA,True,-1,0
陳柏諺,False,0,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
林秀美,False,0,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
张志强,False,1,0
NA,True,-1,0
李桂珍,False,1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
李承恩,False,0,0
林明德,False,0,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
李桂珍,False,1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
陳柏諺,False,0,0
NA,True,-1,0
NA,True,-1,0
林秀美,False,0,0
NA,True,-1,0
林麗娟,False,0,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
張凱翔,False,0,0
NA,True,-1,0
NA,True,-1,0
林明德,False,0,0
李承恩,False,0,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
林明德,False,0,0
林明德,False,0,0
NA,True,-1,0
张建军,False,1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
张建军,False,1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
李承恩,False,0,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
张建军,False,1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
黄锡婷,True,-1,0
NA,True,-1,0
张凱翔,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
NA,True,-1,0
李承恩,False,0,0
