firstname,lastname,prob
秀英,王,-31.1875
秀英,李,-30.4375
秀英,王,-31.0625
秀英,李,-30.3125
秀英,王,-30.0625
秀英,张,-31.875
秀英,王,-30.3125
秀英,张,-32.0625
秀英,王,-29.5
秀英,陈,-29.5
秀英,王,-29.8125
秀英,陈,-29.75
秀英,李,-30.5625
秀英,张,-33.125
秀英,李,-30.6875
秀英,张,-33.1875
秀英,李,-30.1875
秀英,陈,-30.9375
秀英,李,-30.6875
秀英,陈,-31.375
秀英,张,-31.8125
秀英,陈,-30.0625
秀英,张,-32.25
秀英,陈,-30.4375
秀英,刘,-29.0
秀英,杨,-29.5625
秀英,刘,-29.0625
秀英,杨,-29.5
秀英,吴,-32.0625
秀英,马,-28.6875
秀英,吴,-31.6875
秀英,马,-28.25
秀英,孙,-31.5
秀英,赵,-27.5
秀英,孙,-31.875
秀英,赵,-27.8125
秀兰,王,-29.3125
秀兰,张,-31.0625
秀兰,王,-29.4375
秀兰,张,-31.1875
秀兰,王,-29.9375
秀兰,李,-29.1875
秀兰,王,-29.75
秀兰,李,-29.0
秀兰,张,-31.875
秀兰,李,-29.375
秀兰,张,-31.625
秀兰,李,-29.125
桂英,李,-28.625
桂英,王,-29.4375
桂英,李,-28.9375
桂英,王,-29.6875
桂英,李,-28.75
桂英,张,-31.3125
桂英,李,-29.0625
桂英,张,-31.5625
桂英,王,-29.1875
桂英,张,-30.9375
桂英,王,-29.1875
桂英,张,-30.9375
玉兰,王,-29.75
玉兰,张,-31.5
玉兰,王,-29.8125
玉兰,张,-31.5625
玉兰,李,-29.4375
玉兰,刘,-28.0625
玉兰,李,-29.625
玉兰,刘,-28.1875
桂兰,王,-29.75
桂兰,张,-31.5
桂兰,王,-29.875
桂兰,张,-31.625
桂兰,王,-29.875
桂兰,李,-29.0625
桂兰,王,-30.125
桂兰,李,-29.375
桂兰,张,-31.75
桂兰,李,-29.25
桂兰,张,-31.75
桂兰,李,-29.1875
玉梅,王,-29.75
玉梅,张,-31.5
玉梅,王,-29.875
玉梅,张,-31.625
凤英,张,-32.0625
凤英,李,-29.625
凤英,张,-31.875
凤英,李,-29.3125
凤英,张,-31.5
凤英,王,-29.75
凤英,张,-31.375
凤英,王,-29.625
凤英,李,-29.4375
凤英,王,-30.1875
凤英,李,-29.4375
凤英,王,-30.1875
玉英,王,-28.8125
玉英,张,-30.625
玉英,王,-29.125
玉英,张,-30.875
建华,王,-29.75
建华,李,-29.0
建华,王,-30.0
建华,李,-29.25
建华,王,-29.625
建华,张,-31.375
建华,王,-29.625
建华,张,-31.375
建华,李,-29.125
建华,张,-31.625
建华,李,-29.0625
建华,张,-31.5625
玉珍,张,-31.5625
玉珍,李,-29.0625
玉珍,张,-31.5
玉珍,李,-29.0
兰英,张,-31.0
兰英,王,-29.25
兰英,张,-30.75
兰英,王,-29.0
婷婷,张,-32.0
婷婷,王,-30.25
婷婷,张,-31.75
婷婷,王,-30.0
建国,张,-31.375
建国,李,-28.875
建国,张,-31.375
建国,李,-28.875
秀梅,李,-29.0625
秀梅,张,-31.625
秀梅,李,-29.375
秀梅,张,-31.875
建军,李,-29.3125
建军,张,-31.875
建军,李,-29.375
建军,张,-31.8125
海燕,张,-31.9375
海燕,李,-29.5
海燕,张,-32.0625
海燕,李,-29.5625
志强,李,-29.375
志强,张,-31.875
志强,李,-29.125
志强,张,-31.625
丽丽,王,-30.125
丽丽,张,-31.875
丽丽,王,-30.25
丽丽,张,-32.0
桂芳,张,-31.625
桂芳,王,-29.875
桂芳,张,-31.5625
桂芳,王,-29.6875
秀华,王,-29.625
秀华,李,-28.875
秀华,王,-29.4375
秀华,李,-28.6875
淑英,李,-29.1875
淑英,张,-31.75
淑英,李,-29.4375
淑英,张,-31.9375
桂花,王,-30.125
桂花,李,-29.375
桂花,王,-30.25
桂花,李,-29.4375
淑兰,张,-31.875
淑兰,李,-29.375
淑兰,张,-31.75
淑兰,李,-29.25
怡君,陳,-28.4375
怡君,林,-29.375
怡君,陳,-28.5625
怡君,林,-29.375
建宏,陳,-28.0
建宏,林,-28.9375
建宏,陳,-28.1875
建宏,林,-29.0625
淑惠,陳,-28.0625
淑惠,林,-28.9375
淑惠,陳,-28.3125
淑惠,林,-29.1875
麗華,陳,-28.1875
麗華,林,-29.0625
麗華,陳,-28.5
麗華,林,-29.375
俊傑,王,-30.0
俊傑,黃,-30.125
俊傑,王,-30.375
俊傑,黃,-30.5
承翰,吳,-32.0
承翰,李,-30.375
承翰,吳,-31.007781982421875
承翰,李,-29.375
承恩,李,-29.3125
承恩,吳,-31.0155029296875
承恩,李,-29.625
承恩,吳,-31.375
