firstname,lastname,prob
秀英,王,-31.25
秀英,李,-30.5
秀英,王,-31.5
秀英,李,-30.75
秀英,王,-29.3125
秀英,张,-31.4375
秀英,王,-30.125
秀英,张,-32.1875
秀英,王,-29.125
秀英,陈,-29.25
秀英,王,-29.625
秀英,陈,-29.75
秀英,李,-30.1875
秀英,张,-33.0625
秀英,李,-30.3125
秀英,张,-33.0625
秀英,李,-30.3125
秀英,陈,-31.1875
秀英,李,-30.25
秀英,陈,-31.125
秀英,张,-31.625
秀英,陈,-29.6875
秀英,张,-31.875
秀英,陈,-29.875
秀英,刘,-28.5
秀英,杨,-28.9375
秀英,刘,-28.5
秀英,杨,-29.0
秀英,吴,-33.3125
秀英,马,-30.0625
秀英,吴,-31.9375
秀英,马,-28.625
秀英,孙,-31.625
秀英,赵,-27.625
秀英,孙,-32.75
秀英,赵,-28.75
秀兰,王,-28.8125
秀兰,张,-30.875
秀兰,王,-29.125
秀兰,张,-31.1875
秀兰,王,-29.9375
秀兰,李,-29.1875
秀兰,王,-29.6875
秀兰,李,-28.9375
秀兰,张,-31.875
秀兰,李,-29.125
秀兰,张,-31.625
秀兰,李,-28.8125
桂英,李,-28.5
桂英,王,-29.25
桂英,李,-28.75
桂英,王,-29.4375
桂英,李,-28.0
桂英,张,-30.875
桂英,李,-28.5625
桂英,张,-31.375
桂英,王,-28.0625
桂英,张,-30.125
桂英,王,-28.8125
桂英,张,-30.875
玉兰,王,-29.0625
玉兰,张,-31.125
玉兰,王,-29.375
玉兰,张,-31.375
玉兰,李,-29.0625
玉兰,刘,-27.75
玉兰,李,-29.0625
玉兰,刘,-27.75
桂兰,王,-29.125
桂兰,张,-31.1875
桂兰,王,-29.5
桂兰,张,-31.5
桂兰,王,-29.25
桂兰,李,-28.5
桂兰,王,-29.375
桂兰,李,-28.625
桂兰,张,-31.4375
桂兰,李,-28.6875
桂兰,张,-31.375
桂兰,李,-28.5
玉梅,王,-28.6875
玉梅,张,-30.8125
玉梅,王,-29.25
玉梅,张,-31.25
凤英,张,-31.6875
凤英,李,-28.875
凤英,张,-31.0625
凤英,李,-28.25
凤英,张,-31.3125
凤英,王,-29.3125
凤英,张,-30.625
凤英,王,-28.5625
凤英,李,-28.6875
凤英,王,-29.4375
凤英,李,-29.0
凤英,王,-29.75
玉英,王,-27.875
玉英,张,-29.9375
玉英,王,-28.625
玉英,张,-30.6875
建华,王,-29.1875
建华,李,-28.5
建华,王,-29.3125
建华,李,-28.5
建华,王,-28.875
建华,张,-30.9375
建华,王,-29.1875
建华,张,-31.1875
建华,李,-28.3125
建华,张,-31.1875
建华,李,-28.5
建华,张,-31.25
玉珍,张,-31.125
玉珍,李,-28.375
玉珍,张,-30.875
玉珍,李,-28.0
兰英,张,-30.875
兰英,王,-28.8125
兰英,张,-30.625
兰英,王,-28.5625
婷婷,张,-31.5625
婷婷,王,-29.5
婷婷,张,-31.125
婷婷,王,-29.0
建国,张,-31.3125
建国,李,-28.5625
建国,张,-31.125
建国,李,-28.3125
秀梅,李,-28.5625
秀梅,张,-31.375
秀梅,李,-29.25
秀梅,张,-32.0
建军,李,-28.6875
建军,张,-31.5
建军,李,-28.75
建军,张,-31.5625
海燕,张,-31.625
海燕,李,-28.9375
海燕,张,-31.5
海燕,李,-28.625
志强,李,-28.625
志强,张,-31.5
志强,李,-28.75
志强,张,-31.5
丽丽,王,-29.375
丽丽,张,-31.4375
丽丽,王,-29.625
丽丽,张,-31.625
桂芳,张,-31.3125
桂芳,王,-29.25
桂芳,张,-30.875
桂芳,王,-28.75
秀华,王,-29.6875
秀华,李,-29.0
秀华,王,-29.5
秀华,李,-28.75
淑英,李,-28.25
淑英,张,-31.125
淑英,李,-29.0
淑英,张,-31.75
桂花,王,-29.5
桂花,李,-28.8125
桂花,王,-29.5
桂花,李,-28.75
淑兰,张,-31.5
淑兰,李,-28.6875
淑兰,张,-31.3125
淑兰,李,-28.5
怡君,陳,-28.8125
怡君,林,-29.6875
怡君,陳,-29.1875
怡君,林,-30.0625
建宏,陳,-28.6875
建宏,林,-29.5625
建宏,陳,-28.5625
建宏,林,-29.4375
淑惠,陳,-28.8125
淑惠,林,-29.6875
淑惠,陳,-29.0625
淑惠,林,-29.875
麗華,陳,-28.8125
麗華,林,-29.75
麗華,陳,-28.8125
麗華,林,-29.6875
俊傑,王,-30.1875
俊傑,黃,-30.3125
俊傑,王,-30.0
俊傑,黃,-30.0
承翰,吳,-31.9375
承翰,李,-30.375
承翰,吳,-30.75
承翰,李,-29.25
承恩,李,-29.0625
承恩,吳,-30.625
承恩,李,-30.125
承恩,吳,-31.625
