firstname,lastname,prob
秀英,王,-28.625
秀英,李,-29.3125
秀英,王,-28.875
秀英,李,-29.5625
秀英,王,-28.625
秀英,张,-30.0
秀英,王,-29.0625
秀英,张,-30.375
秀英,王,-28.625
秀英,陈,-29.125
秀英,王,-29.0625
秀英,陈,-29.5625
秀英,李,-29.5625
秀英,张,-30.25
秀英,李,-29.6875
秀英,张,-30.3125
秀英,李,-29.5625
秀英,陈,-29.375
秀英,李,-29.625
秀英,陈,-29.375
秀英,张,-30.375
秀英,陈,-29.5625
秀英,张,-30.375
秀英,陈,-29.5
秀英,刘,-29.625
秀英,杨,-31.125
秀英,刘,-28.5
秀英,杨,-29.875
秀英,吴,-29.6875
秀英,马,-30.375
秀英,吴,-29.375
秀英,马,-30.0
秀英,孙,-29.0625
秀英,赵,-29.125
秀英,孙,-30.6875
秀英,赵,-30.6875
秀兰,王,-28.3125
秀兰,张,-29.6875
秀兰,王,-28.4375
秀兰,张,-29.6875
秀兰,王,-28.4375
秀兰,李,-29.125
秀兰,王,-28.1875
秀兰,李,-28.875
秀兰,张,-29.875
秀兰,李,-29.25
秀兰,张,-29.6875
秀兰,李,-28.9375
桂英,李,-29.0625
桂英,王,-28.375
桂英,李,-28.9375
桂英,王,-28.25
桂英,李,-29.125
桂英,张,-29.8125
桂英,李,-29.125
桂英,张,-29.75
桂英,王,-28.0625
桂英,张,-29.4375
桂英,王,-28.3125
桂英,张,-29.6875
玉兰,王,-28.4375
玉兰,张,-29.8125
玉兰,王,-28.5625
玉兰,张,-29.875
玉兰,李,-29.125
玉兰,刘,-28.6875
玉兰,李,-29.125
玉兰,刘,-28.625
桂兰,王,-28.3125
桂兰,张,-29.6875
桂兰,王,-28.375
桂兰,张,-29.75
桂兰,王,-28.4375
桂兰,李,-29.1875
桂兰,王,-28.3125
桂兰,李,-29.0
桂兰,张,-29.6875
桂兰,李,-29.0625
桂兰,张,-29.75
桂兰,李,-29.0625
玉梅,王,-28.5
玉梅,张,-29.875
玉梅,王,-28.5
玉梅,张,-29.8125
凤英,张,-29.4375
凤英,李,-28.8125
凤英,张,-29.8125
凤英,李,-29.125
凤英,张,-29.75
凤英,王,-28.4375
凤英,张,-29.25
凤英,王,-27.875
凤英,李,-28.875
凤英,王,-28.1875
凤英,李,-28.5
凤英,王,-27.8125
玉英,王,-28.5625
玉英,张,-29.9375
玉英,王,-28.875
玉英,张,-30.1875
建华,王,-28.125
建华,李,-28.875
建华,王,-28.0625
建华,李,-28.75
建华,王,-28.0
建华,张,-29.375
建华,王,-28.125
建华,张,-29.4375
建华,李,-28.8125
建华,张,-29.5
建华,李,-28.875
建华,张,-29.5625
玉珍,张,-29.75
玉珍,李,-29.0625
玉珍,张,-29.625
玉珍,李,-28.9375
兰英,张,-30.3125
兰英,王,-29.0
兰英,张,-30.3125
兰英,王,-28.875
婷婷,张,-29.125
婷婷,王,-27.8125
婷婷,张,-29.125
婷婷,王,-27.6875
建国,张,-29.5625
建国,李,-28.9375
建国,张,-29.4375
建国,李,-28.8125
秀梅,李,-28.6875
秀梅,张,-29.375
秀梅,李,-28.8125
秀梅,张,-29.4375
建军,李,-28.875
建军,张,-29.5625
建军,李,-28.9375
建军,张,-29.625
海燕,张,-29.75
海燕,李,-29.125
海燕,张,-29.625
海燕,李,-29.0
志强,李,-28.6875
志强,张,-29.3125
志强,李,-28.8125
志强,张,-29.4375
丽丽,王,-28.1875
丽丽,张,-29.5625
丽丽,王,-28.1875
丽丽,张,-29.5
桂芳,张,-29.375
桂芳,王,-28.0625
桂芳,张,-29.375
桂芳,王,-28.0
秀华,王,-28.4375
秀华,李,-29.125
秀华,王,-28.3125
秀华,李,-28.9375
淑英,李,-29.25
淑英,张,-29.9375
淑英,李,-29.5
淑英,张,-30.125
桂花,王,-28.4375
桂花,李,-29.125
桂花,王,-28.4375
桂花,李,-29.125
淑兰,张,-29.9375
淑兰,李,-29.25
淑兰,张,-29.6875
淑兰,李,-29.0
怡君,陳,-28.0625
怡君,林,-28.1875
怡君,陳,-28.125
怡君,林,-28.25
建宏,陳,-27.8125
建宏,林,-27.9375
建宏,陳,-27.8125
建宏,林,-27.9375
淑惠,陳,-27.875
淑惠,林,-28.0
淑惠,陳,-28.0
淑惠,林,-28.125
麗華,陳,-27.6875
麗華,林,-27.8125
麗華,陳,-27.875
麗華,林,-28.0
俊傑,王,-28.375
俊傑,黃,-27.75
俊傑,王,-28.4375
俊傑,黃,-27.75
承翰,吳,-28.320281982421875
承翰,李,-29.5
承翰,吳,-28.350830078125
承翰,李,-29.5
承恩,李,-29.25
承恩,吳,-28.09326171875
承恩,李,-29.6875
承恩,吳,-28.445281982421875
